,genre,mel_spectrogram_path,segment_index,mel_spectrogram_shape,original_audio_path
2488,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00089.wav
2489,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00089.wav
2490,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00050.wav
2491,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00050.wav
2492,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00050.wav
2493,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00050.wav
2494,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00050.wav
2495,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00050.wav
2496,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00083.wav
2497,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00083.wav
2498,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00083.wav
2499,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00083.wav
2500,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00083.wav
2501,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00083.wav
2502,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00068.wav
2503,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00068.wav
2504,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00068.wav
2505,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00068.wav
2506,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00068.wav
2507,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00068.wav
2508,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00074.wav
2509,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00074.wav
2510,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00074.wav
2511,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00074.wav
2512,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00074.wav
2513,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00074.wav
2514,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00051.wav
2515,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00051.wav
2516,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00051.wav
2517,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00051.wav
2518,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00051.wav
2519,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00051.wav
2520,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00049.wav
2521,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00049.wav
2522,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00049.wav
2523,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00049.wav
2524,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00049.wav
2525,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00049.wav
2526,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00037.wav
2527,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00037.wav
2528,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00037.wav
2529,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00037.wav
2530,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00037.wav
2531,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00037.wav
2532,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00003.wav
2533,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00003.wav
2534,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00003.wav
2535,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00003.wav
2536,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00003.wav
2537,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00003.wav
2538,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00094.wav
2539,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00094.wav
2540,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00094.wav
2541,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00094.wav
2542,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00094.wav
2543,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00094.wav
2544,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00000.wav
2545,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00000.wav
2546,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00000.wav
2547,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00000.wav
2548,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00000.wav
2549,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00000.wav
2550,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00048.wav
2551,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00048.wav
2552,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00048.wav
2553,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00048.wav
2554,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00048.wav
2555,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00048.wav
2556,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00097.wav
2557,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00097.wav
2558,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00097.wav
2559,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00097.wav
2560,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00097.wav
2561,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00097.wav
2562,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00057.wav
2563,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00057.wav
2564,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00057.wav
2565,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00057.wav
2566,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00057.wav
2567,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00057.wav
2568,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00015.wav
2569,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00015.wav
2570,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00015.wav
2571,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00015.wav
2572,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00015.wav
2573,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00015.wav
2574,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00007.wav
2575,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00007.wav
2576,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00007.wav
2577,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00007.wav
2578,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00007.wav
2579,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00007.wav
2580,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00021.wav
2581,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00021.wav
2582,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00021.wav
2583,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00021.wav
2584,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00021.wav
2585,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00021.wav
2586,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00098.wav
2587,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00098.wav
2588,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00098.wav
2589,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00098.wav
2590,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00098.wav
2591,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00098.wav
2592,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00096.wav
2593,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00096.wav
2594,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00096.wav
2595,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00096.wav
2596,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00096.wav
2597,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00096.wav
2598,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00038.wav
2599,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00038.wav
2600,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00038.wav
2601,jazz,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/jazz_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/jazz/jazz.00038.wav
